@relation Census-weka.filters.unsupervised.attribute.Remove-R60-61-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0

@attribute random_ID numeric
@attribute NZDep2006 {1,2,3,4,5,6,7,8,9,10}
@attribute ch_asian {0,1}
@attribute ch_euro {0,1}
@attribute ch_maori {0,1}
@attribute ch_melaa {0,1}
@attribute ch_other {0,1}
@attribute ch_pacific {0,1}
@attribute m_age numeric
@attribute m_asian {0,1}
@attribute m_euro {0,1}
@attribute m_maori {0,1}
@attribute m_melaa {0,1}
@attribute m_other {0,1}
@attribute m_pacific {0,1}
@attribute m_wklfs_code {1,2,3,4}
@attribute d_age numeric
@attribute d_asian {0,1}
@attribute d_euro {0,1}
@attribute d_maori {0,1}
@attribute d_melaa {0,1}
@attribute d_other {0,1}
@attribute d_pacific {0,1}
@attribute d_wklfs_code {1,2,3,4}
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_tenure_holder_code {1,2}
@attribute m_education {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute m_work_hours numeric
@attribute m_smoke {1,2,3}
@attribute m_income_srce7 {0,1}
@attribute m_income_srce8 {0,1}
@attribute m_income_srce9 {0,1}
@attribute m_income_srce10 {0,1}
@attribute m_income_srce11 {0,1}
@attribute m_income_srce12 {0,1}
@attribute d_years_at_addr_code numeric
@attribute d_tenure_holder_code {1,2}
@attribute d_education {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute d_work_hours numeric
@attribute d_smoke {1,2,3}
@attribute d_income_srce7 {0,1}
@attribute d_income_srce8 {0,1}
@attribute d_income_srce9 {0,1}
@attribute d_income_srce10 {0,1}
@attribute d_income_srce11 {0,1}
@attribute d_income_srce12 {0,1}
@attribute ch_sex {1,2}
@attribute child_depend_family_type_code {21,23,24,26,31,33,34,36}
@attribute d_family_role_code {1,3,11}
@attribute heat_fuel {0,1}
@attribute m_family_role_code {1,3,11}
@attribute telecomm1_code {1,99}
@attribute telecomm2_code {2,99}
@attribute telecomm4_code {4,99}
@attribute usual_resdnt_count_code numeric
@attribute twin {1,2}
@attribute singparstat {1,2,3}
@attribute total_income_hhld_code {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
1371,10,0,0,0,0,0,1,28,?,0,?,0,0,1,?,33.721865,?,?,?,?,?,?,?,2,5,1,?,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,7,1,2,2
3527,10,0,0,0,0,0,1,29,0,0,0,0,0,1,1,35,0,0,0,0,0,1,1,6,0,2,9,8.619314,3,0,0,0,0,0,0,0,2,4,40,3,0,0,0,0,0,0,2,21,1,?,1,99,2,99,3,1,1,2
869,8,1,0,0,0,0,0,35,1,0,0,0,0,0,4,30,1,0,0,0,0,0,2,3,0,?,4,0,3,0,0,0,0,0,0,0,1,4,6,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,2
1828,2,0,1,0,0,0,1,22,0,0,0,0,0,1,4,33.721865,?,?,?,?,?,?,?,3,2,2,4,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,99,4,1,2,2
1003,10,0,0,0,0,0,1,39,0,0,0,0,0,1,2,50,0,0,0,0,0,1,2,2,7,1,0,8.619314,3,0,0,0,0,0,0,8,2,0,0,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,5,1,1,2
1003,10,0,0,0,0,0,1,39,0,0,0,0,0,1,2,50,0,0,0,0,0,1,2,2,7,1,0,8.619314,3,0,0,0,0,0,0,8,2,0,0,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,5,1,1,2
212,3,0,1,0,0,0,0,35,0,1,0,0,0,0,4,41,0,1,0,0,0,0,4,3,0,2,14,0,2,0,0,0,0,0,0,0,2,11,0,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,2
1003,10,0,0,0,0,0,1,39,0,0,0,0,0,1,2,50,0,0,0,0,0,1,2,2,7,1,0,8.619314,3,0,0,0,0,0,0,8,2,0,0,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,5,1,1,2
212,3,0,1,0,0,0,0,35,0,1,0,0,0,0,4,41,0,1,0,0,0,0,4,3,0,2,14,0,2,0,0,0,0,0,0,0,2,11,0,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,2
59,10,0,0,1,0,0,0,18,0,0,1,0,0,0,4,18,0,0,1,0,0,0,4,2,0,2,1,0,?,0,0,0,0,0,0,0,2,0,0,?,0,0,0,0,0,0,1,21,1,0,1,1,99,99,3,1,1,3
1853,10,0,0,1,0,0,0,25,0,0,1,0,0,0,4,31,0,0,1,0,?,0,4,2,2,2,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,21,1,?,1,1,99,99,5,1,1,3
620,7,0,1,1,0,0,0,26,0,1,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,2,2,6,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,2,1,2,3
3589,6,0,1,0,0,0,0,18,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,0,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,99,99,2,1,2,3
2892,9,0,0,1,0,0,0,24,0,0,1,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,1,2,6,8.619314,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,4,1,2,3
579,10,0,0,0,0,0,1,29,0,0,0,0,0,1,4,33.721865,?,?,?,?,?,?,?,2,5,2,0,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,?,1,99,2,99,6,1,2,3
3589,6,0,1,0,0,0,0,18,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,0,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,99,99,2,1,2,3
2892,9,0,0,1,0,0,0,24,0,0,1,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,1,2,6,8.619314,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,4,1,2,3
1853,10,0,0,1,0,0,0,25,0,0,1,0,0,0,4,31,0,0,1,0,?,0,4,2,2,2,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,21,1,?,1,1,99,99,5,1,1,3
1455,9,0,0,1,0,0,0,32,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,1,2,7,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,99,2,4,4,1,2,3
1855,10,0,0,1,0,0,0,23,?,0,1,?,0,0,?,33.721865,?,?,?,?,?,?,?,3.247138,0,2,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,99,99,2,1,2,3
430,8,0,1,0,0,0,0,17,0,1,0,0,0,0,4,24,0,1,0,0,0,0,3,2,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,21,1,?,1,1,99,99,4,1,1,3
3435,8,0,0,1,0,0,0,20,0,0,1,0,0,0,1,33.721865,?,?,?,?,?,?,?,2,1,?,1,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,11,1,99,99,3,1,2,3
1110,8,0,0,1,0,0,1,22,0,?,?,0,?,0,?,33.721865,?,?,?,?,?,?,?,3,0,?,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,99,99,4,1,2,3
2918,9,0,0,0,1,0,0,35,0,0,0,1,1,0,4,39,0,0,0,1,1,0,4,3,2,2,0,0,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,21,1,1,1,99,2,99,5,1,1,3
953,5,0,1,0,0,0,0,28,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,2,1,?,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,99,4,1,2,3
579,10,0,0,0,0,0,1,29,0,0,0,0,0,1,4,33.721865,?,?,?,?,?,?,?,2,5,2,0,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,?,1,99,2,99,6,1,2,3
3586,8,0,0,0,0,0,1,27,0,0,0,0,0,1,3,24,0,0,0,0,0,1,1,3,19,2,1,40,3,0,1,0,1,0,0,6,2,4,40,1,0,1,0,1,0,0,1,21,1,1,1,1,99,99,11,1,1,3
3435,8,0,0,1,0,0,0,20,0,0,1,0,0,0,1,33.721865,?,?,?,?,?,?,?,2,1,?,1,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,11,1,99,99,3,1,2,3
1175,5,1,0,0,0,0,0,27,1,0,0,0,0,0,4,33,1,0,0,0,0,0,4,4,0,2,9,0,3,0,0,0,0,0,0,0,2,13,0,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,3
2257,6,0,1,1,0,0,0,33,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,0,1,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,2,1,2,3
1853,10,0,0,1,0,0,0,25,0,0,1,0,0,0,4,31,0,0,1,0,?,0,4,2,2,2,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,21,1,?,1,1,99,99,5,1,1,3
3034,10,0,0,0,0,0,1,39,0,0,0,0,0,1,4,38,0,0,0,0,0,1,3,5,7,2,?,0,3,0,0,0,0,0,0,7,2,4,0,3,0,0,0,0,0,0,1,21,1,1,1,99,2,99,6,1,1,3
1455,9,0,0,1,0,0,0,32,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,1,2,7,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,99,2,4,4,1,2,3
3191,2,0,1,0,0,0,0,34,?,1,?,?,?,?,?,33.721865,?,?,?,?,?,?,?,3,2.788198,1,?,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,2,1,2,3
1455,9,0,0,1,0,0,0,32,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,1,2,7,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,99,2,4,4,1,2,3
2378,6,0,1,0,0,0,0,39,0,1,0,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,4,1,?,8.619314,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,5,1,2,4
351,9,0,1,1,0,0,0,19,0,1,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,0,?,0,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,99,99,4,1,2,4
2378,6,0,1,0,0,0,0,39,0,1,0,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,4,1,?,8.619314,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,5,1,2,4
1493,3,0,0,0,0,0,0,27,?,0,0,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,2.788198,?,?,8.619314,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,?,11,99,2,99,3,1,2,4
988,8,0,1,0,0,1,0,25,0,1,0,0,0,0,4,38,0,0,0,0,1,0,?,3,0,2,8,0,2,0,0,0,0,0,0,0,2,11,28,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,4
2338,9,1,0,0,0,0,0,26,1,0,0,0,0,0,4,25,1,0,0,0,0,0,4,3,0,?,4,0,3,0,0,0,0,0,0,0,2,4,4,3,0,0,0,0,0,0,1,21,1,1,1,1,99,99,5,1,1,4
850,7,0,1,0,0,0,0,41,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,8,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,2,1,2,4
665,5,0,0,0,1,0,0,37,0,0,0,0,1,0,1,41,0,0,0,1,1,0,3,3,0,2,0,0,3,0,0,0,0,0,0,2.823703,2,?,0,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,6,1,1,4
2307,8,1,0,0,0,0,0,30,1,0,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,1,13,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,4,2,2,4
3591,7,0,1,0,0,0,0,20,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,22,2,0,0,3,0,0,1,1,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,99,3,1,2,4
3950,8,0,1,1,0,0,0,18,0,1,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,?,0,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,2,1,2,4
1611,9,0,1,1,0,0,0,29,0,1,?,0,?,?,?,33.721865,?,?,?,?,?,?,?,2,0,?,?,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,4,3,1,2,4
2514,5,0,1,0,0,0,0,20,?,?,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,4,2,?,0,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,99,3,1,2,4
2378,6,0,1,0,0,0,0,39,0,1,0,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,4,1,?,8.619314,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,5,1,2,4
1702,9,0,0,1,0,0,0,21,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,0,2,?,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,3,1,2,4
2514,5,0,1,0,0,0,0,20,?,?,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,4,2,?,0,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,99,3,1,2,4
133,10,0,0,1,0,0,1,20,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,0,2,?,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,2,1,2,4
588,5,0,1,0,0,0,0,35,0,1,0,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,3,2,1,8.619314,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,4,1,2,4
2503,9,0,1,0,0,0,0,39,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,6,1,1,0,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,99,4,2,2,4
3924,3,0,0,1,0,0,0,30,0,0,1,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,2,2,0,10,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,3,1,2,4
1776,7,0,1,0,0,0,0,25,0,1,0,0,0,0,1,33.721865,?,?,?,?,?,?,?,3,2.788198,1,1,120,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,99,4,1,2,4
1776,7,0,1,0,0,0,0,25,0,1,0,0,0,0,1,33.721865,?,?,?,?,?,?,?,3,2.788198,1,1,120,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,99,4,1,2,4
3225,7,0,0,0,0,0,1,23,0,0,0,0,0,1,3,34,0,0,0,0,0,1,4,6,0,2,4,0,3,0,0,0,0,0,0,0,?,4,0,2,0,0,0,0,0,0,1,23,1,?,1,99,2,99,6,1,1,4
133,10,0,0,1,0,0,1,20,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,0,2,?,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,2,1,2,4
2220,4,0,1,0,0,0,0,39,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,1,10,0,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,3,1,2,4
2574,9,0,0,1,0,0,0,32,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,5,2,1,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,4,1,2,4
1234,8,0,1,1,0,0,0,24,0,1,1,0,0,0,4,21,0,1,1,0,0,0,1,2,0,2,7,0,2,0,0,0,0,0,0,1,2,?,40,2,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,4
3789,9,0,0,1,0,0,0,36,0,0,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,3,2,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,99,99,99,5,1,2,4
749,8,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,?,?,0,0,0,?,2,0,2,11,0,2,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,4
815,1,0,1,0,0,0,0,38,0,?,?,?,0,0,4,33.721865,?,?,?,?,?,?,?,4,2.788198,1,12,0,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,2,1,2,4
1493,3,0,0,0,0,0,0,27,?,0,0,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,2.788198,?,?,8.619314,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,?,11,99,2,99,3,1,2,4
3423,10,0,1,0,0,0,0,37,0,?,?,0,0,0,?,40,0,1,0,0,0,?,4,4,3,?,1,0,1,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,4
1611,9,0,1,1,0,0,0,29,0,1,?,0,?,?,?,33.721865,?,?,?,?,?,?,?,2,0,?,?,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,4,3,1,2,4
588,5,0,1,0,0,0,0,35,0,1,0,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,3,2,1,8.619314,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,4,1,2,4
1611,9,0,1,1,0,0,0,29,0,1,?,0,?,?,?,33.721865,?,?,?,?,?,?,?,2,0,?,?,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,4,3,1,2,4
749,8,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,?,?,0,0,0,?,2,0,2,11,0,2,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,4
1675,5,0,1,0,0,0,0,34,?,?,?,0,?,0,4,33.721865,?,?,?,?,?,?,?,3,2.788198,?,?,0,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,3,1,2,4
2503,9,0,1,0,0,0,0,39,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,6,1,1,0,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,99,4,2,2,4
3950,8,0,1,1,0,0,0,18,0,1,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,?,0,2,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,2,1,2,4
1334,8,0,1,1,0,0,0,31,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,3,0,2,9,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,99,3,2,2,5
2468,10,0,1,1,0,0,0,21,0,1,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,0,2,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,3,1,2,5
542,4,0,1,0,0,0,0,36,0,1,0,0,0,0,3,33.721865,?,?,?,?,?,?,?,4,5,1,11,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,4,1,2,5
2685,10,0,1,1,0,0,0,24,0,1,0,0,0,0,2,33.721865,?,?,?,?,?,?,?,3,0,2,?,8.619314,?,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,3,1,2,5
1161,10,1,1,1,0,0,0,38,0,1,1,0,0,0,4,33.721865,?,?,?,?,?,?,?,2,1,2,0,0,1,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,6,1,2,5
542,4,0,1,0,0,0,0,36,0,1,0,0,0,0,3,33.721865,?,?,?,?,?,?,?,4,5,1,11,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,4,1,2,5
3940,5,0,1,0,0,0,0,34,0,1,0,0,0,0,4,33.721865,?,?,?,?,?,?,?,4,4,1,9,0,3,0,0,0,0,0,0,2.823703,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,4,1,2,5
