random_ID,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce10,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,total_income_hhld_code
2555,10,0,0,1,0,0,0,?,?,?,?,?,?,?,?,29,0,0,1,0,0,0,4,4,?,?,?,0,?,0,0,0,0,0,0,?,?,0,0,1,1,0,0,0,0,0,1,31,1,?,?,1,99,99,8,1,3,8
2631,8,0,0,0,0,0,1,?,?,?,?,?,?,?,?,27,0,0,0,0,0,1,3,4,?,?,?,0,?,0,0,0,0,0,0,4,2,1,0,3,1,0,0,0,0,0,2,31,1,1,?,1,2,99,7,1,3,14
2717,6,0,0,1,0,0,0,?,?,?,?,?,?,?,?,37,0,0,1,0,0,0,1,?,?,?,?,0,?,0,0,0,0,0,0,0,2,3,45,1,0,0,0,0,0,0,1,31,1,1,?,1,2,4,2,1,3,12
2816,10,0,0,1,0,0,0,?,?,?,?,?,?,?,?,25,0,0,1,0,0,0,3,3,?,?,?,0,?,0,0,0,0,0,0,3,?,0,0,2,0,0,1,0,0,1,1,31,1,1,?,1,99,4,9,1,3,12
2825,10,1,0,0,0,0,0,?,?,?,?,?,?,?,?,36,1,0,0,0,0,0,4,2,?,?,?,0,?,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,2,31,1,1,?,1,99,99,2,1,3,7
2949,8,0,1,0,0,0,0,?,?,?,?,?,?,?,?,49,0,1,0,0,0,0,1,3,?,?,?,0,?,0,0,0,0,0,0,2,1,11,40,?,0,0,0,0,0,0,2,31,1,1,?,1,2,4,2,1,3,10
3049,2,0,0,0,0,1,0,?,?,?,?,?,?,?,?,50,0,0,0,0,1,0,1,2,?,?,?,0,?,0,0,0,0,0,0,6,1,1,40,1,0,0,0,0,0,0,1,31,1,1,?,99,2,4,3,1,3,8
3087,1,0,1,0,0,0,0,?,?,?,?,?,?,?,?,38,0,1,0,0,0,0,1,3,?,?,?,0,?,0,0,0,0,0,0,0,1,9,40,3,0,0,0,0,0,0,2,31,1,1,?,99,2,4,3,2,3,12
3752,6,0,0,1,0,0,0,?,?,?,?,?,?,?,?,63,0,0,1,0,0,0,4,3,?,?,?,0,?,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,31,1,1,?,99,99,99,4,1,3,5
3759,10,0,1,0,0,0,0,?,?,?,?,?,?,?,?,34,0,1,0,0,0,0,1,3,?,?,?,0,?,0,0,0,0,0,0,2,1,0,40,3,0,0,0,0,0,0,2,31,1,1,?,1,2,4,3,1,3,12
3820,9,0,0,1,0,0,0,?,?,?,?,?,?,?,?,32,0,0,1,0,0,0,4,3,?,?,?,0,?,0,0,0,0,0,0,0,2,?,0,3,0,0,0,0,0,0,1,31,1,1,?,1,99,99,10,2,3,7
3822,10,0,0,0,0,0,1,?,?,?,?,?,?,?,?,27,0,0,0,0,0,1,3,2,?,?,?,0,?,0,0,0,0,0,0,0,?,0,0,3,0,0,0,0,0,0,1,31,1,1,?,1,2,4,2,1,3,8
3894,2,0,0,0,0,1,0,?,?,?,?,?,?,?,?,50,0,0,0,0,1,0,1,3,?,?,?,0,?,0,0,0,0,0,0,13,1,8,40,1,0,0,0,0,0,0,1,31,1,1,?,99,2,4,3,1,3,8
