"","random_ID","NZDep2006","ch_asian","ch_euro","ch_maori","ch_melaa","ch_other","ch_pacific","m_age","m_asian","m_euro","m_maori","m_melaa","m_other","m_pacific","m_wklfs_code","d_age","d_asian","d_euro","d_maori","d_melaa","d_other","d_pacific","d_wklfs_code","bedroom_count_code","m_years_at_addr_code","m_tenure_holder_code","m_education","m_work_hours","m_smoke","m_income_srce7","m_income_srce8","m_income_srce9","m_income_srce10","m_income_srce11","m_income_srce12","d_years_at_addr_code","d_tenure_holder_code","d_education","d_work_hours","d_smoke","d_income_srce7","d_income_srce8","d_income_srce9","d_income_srce10","d_income_srce11","d_income_srce12","ch_sex","child_depend_family_type_code","d_family_role_code","heat_fuel","m_family_role_code","telecomm1_code","telecomm2_code","telecomm4_code","usual_resdnt_count_code","twin","singparstat","total_income_hhld_code","random_ID_imp","NZDep2006_imp","ch_asian_imp","ch_euro_imp","ch_maori_imp","ch_melaa_imp","ch_other_imp","ch_pacific_imp","m_age_imp","m_asian_imp","m_euro_imp","m_maori_imp","m_melaa_imp","m_other_imp","m_pacific_imp","m_wklfs_code_imp","d_age_imp","d_asian_imp","d_euro_imp","d_maori_imp","d_melaa_imp","d_other_imp","d_pacific_imp","d_wklfs_code_imp","bedroom_count_code_imp","m_years_at_addr_code_imp","m_tenure_holder_code_imp","m_education_imp","m_work_hours_imp","m_smoke_imp","m_income_srce7_imp","m_income_srce8_imp","m_income_srce9_imp","m_income_srce10_imp","m_income_srce11_imp","m_income_srce12_imp","d_years_at_addr_code_imp","d_tenure_holder_code_imp","d_education_imp","d_work_hours_imp","d_smoke_imp","d_income_srce7_imp","d_income_srce8_imp","d_income_srce9_imp","d_income_srce10_imp","d_income_srce11_imp","d_income_srce12_imp","ch_sex_imp","child_depend_family_type_code_imp","d_family_role_code_imp","heat_fuel_imp","m_family_role_code_imp","telecomm1_code_imp","telecomm2_code_imp","telecomm4_code_imp","usual_resdnt_count_code_imp","twin_imp","singparstat_imp","total_income_hhld_code_imp"
"613",816,7,0,1,0,0,0,0,"34","0","1","0","0","0","0","4","36","0","1","0","0","0","0","1","3","0","2","1","0","3",0,0,0,0,0,0,"0","2","11","45","3",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,4,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"614",817,2,0,0,0,0,1,0,"28","0","0","0","0","1","0","4","34","0","1","0","0","0","0","1","3","0","2","9","0","2",0,0,0,0,0,0,"0","2","7","50","2",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,4,1,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"615",818,1,0,1,0,0,0,0,"35","0","1","0","0","0","0","4","38","0","1","0","0","0","0","1","4","1","1","11","0","3",0,0,0,0,0,0,"1","1","1","38","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,99,4,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"616",820,6,1,0,0,0,0,0,"34","1","0","0","0","0","0","4","33","1","0","0","0","0","0","1","3","1","2","4","0","3",0,0,0,0,0,0,"3","1","4","40","3",0,0,0,0,0,0,1,21,"1","1","1",99,2,4,5,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"617",822,10,0,1,1,0,0,0,"19","0","1","1","0","0","0","4","24","0","1","1","0","0","0","1","3","0","2","0","0","1",0,0,0,0,0,0,"0","2","0","0","1",0,0,0,0,0,0,2,31,"1","1","1",1,99,99,4,1,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"618",823,8,0,1,0,0,0,0,"35","0","1","0","0","0","0","4","39","0","1","0","0","0","0","1","3","0","2","2","0","3",0,0,0,0,0,0,"0","2","9","60","2",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,4,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"619",824,8,0,0,0,0,0,0,"39","0","1","0","0","0","0","1","36","0","1","0","0","0","0","1","3","5","1","2","65","2",0,0,0,0,0,0,"16","1","2","49","3",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,4,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"620",825,8,0,1,0,0,0,0,"27","0","1","0","0","0","0","1","32","0","1","0","0","0","0","1","3","0","1","2","48","3",0,0,0,0,0,0,"2","1","0","48","2",0,0,0,0,0,0,2,21,"1","1","1",99,2,99,4,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"621",826,8,0,1,0,0,0,0,"35","0","1","0","0","0","0","4","38","0","1","0","0","0","0","1","3","2","1","11","0","3",0,0,0,0,0,0,"7","1","8","48","3",0,0,0,0,0,0,2,21,"1","1","1",1,99,4,4,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"622",827,3,0,0,0,0,1,0,"31","0","0","0","0","1","0","4","34","0","0","0","0","1","0","1","3","4","1","1","15","2",0,0,0,0,0,0,"4","1","11","44","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,4,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"623",828,9,0,0,0,0,1,0,"38","0","1","0","0","0","0","4","39","0","0","0","0","1","0","1","4","2","1","7","0","3",0,0,0,0,0,0,"5","1","8","0","3",0,0,0,0,0,0,1,31,"1","1","1",1,2,4,4,1,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"624",829,8,0,1,0,0,0,0,"25","0","1","0","0","0","0","4","29","0","1","0","0","0","0","2","4","4","2","1","0","2",0,0,0,0,0,0,"1","2","1","4","3",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,5,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"625",833,9,0,0,0,0,0,1,"21","0","0","0","0","0","1","4","27","0","0","0","0","0","1","1","3","0","2","0","0","1",0,0,0,0,0,0,"0","2","0","0","3",0,0,0,0,0,0,2,31,"1","1","1",99,99,99,4,1,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"626",834,9,0,0,1,0,0,0,"28","0","0","1","0","0","0","4","35","0","0","1","0","0","0","4","3","2","2","2","0","1",0,0,0,0,0,0,"1","2","2","0","3",0,0,0,0,0,0,1,21,"1","1","1",99,2,4,3,1,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"627",835,2,0,1,0,0,0,0,"33","0","1","0","0","0","0","4","33","0","1","0","0","0","0","1","3","2","1","12","0","2",0,0,0,0,0,0,"0","1","3","45","3",0,0,0,0,0,0,2,21,"1","1","1",1,2,99,4,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"628",836,7,0,1,0,0,0,0,"32","0","1","0","0","0","0","2","36","0","1","0","0","0","0","1","2","1","2","11","6","3",0,0,0,0,0,0,"1","2","10","40","3",0,0,0,0,0,0,2,21,"1","1","1",1,2,99,3,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"629",839,6,0,1,1,0,0,1,"25","0","0","0","0","0","1","4","29","0","1","1","0","0","0","1","3","5","2","1","0","2",0,0,0,0,0,0,"1","2","8","80","3",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,6,1,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"630",840,7,0,1,0,0,0,0,"33","0","1","0","0","0","0","1","35","0","1","0","0","0","0","1","3","0","1","2","15","3",0,0,0,0,0,0,"0","1","8","80","2",0,0,0,0,0,0,2,21,"1","1","1",1,2,4,3,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"631",841,5,0,0,0,0,0,1,"42","0","1","0","0","0","1","1","33","0","0","0","0","0","1","1","5","8","2","2","40","3",0,0,0,0,0,1,"8","2","8","40","3",0,0,0,0,0,1,2,21,"1","1","1",1,2,4,8,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"632",842,5,0,1,0,0,0,0,"39","0","1","0","0","0","0","4","37","0","1","0","0","0","0","1","3","5","1","2","0","2",0,0,0,0,0,0,"8","1","7","42","2",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,3,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"633",843,1,1,1,0,0,0,0,"31","0","1","0","0","0","0","1","38","1","0","0","0","0","0","1","5","1","1","8","30","3",0,0,0,0,0,0,"1","1","11","40","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,3,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"634",844,7,0,1,0,0,0,0,"38","0","1","0","0","0","0","4","32","0","1","0","0","0","0","1","4","0","1","1","0","1",0,0,0,0,0,0,"3","1","2","0","3",0,0,0,0,0,0,2,31,"1","1","11",99,2,99,2,1,2,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"635",845,5,1,0,0,0,0,0,"33","1","0","0","0","0","0","4","33","1","0","0","0","0","0","2","4","7","2","4","0","3",0,0,0,0,0,0,"6","2","4","0","1",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,4,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"636",846,9,0,1,0,0,0,0,"25","0","1","0","0","0","0","4","28","0","1","0","0","0","0","1","3","1","1","11","0","3",0,0,0,0,0,0,"1","1","11","70","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,4,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"637",847,2,0,1,0,0,0,0,"34","0","1","0","0","0","0","4","29","0","1","0","0","0","0","1","4","4","1","13","0","3",0,0,0,0,0,0,"4","1","3","50","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,5,1,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"638",848,7,0,1,0,0,0,0,"21","0","1","0","0","0","0","4","36","0","1","0","0","0","0","1","3","2","2","1","0","1",0,1,1,0,0,0,"0","1","8","0","3",0,0,0,0,0,0,2,31,"1","1","1",1,2,4,4,1,2,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"639",850,7,0,1,0,0,0,0,"41","0","1","0","0","0","0","4","32","0","1","0","0","0","0","1","2","0","2","8","0","3",0,0,0,0,0,0,"2","1","8","0","3",0,0,0,0,0,0,1,31,"1","1","1",1,2,4,2,1,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"640",851,7,0,1,1,0,0,0,"34","0","1","0","0","0","0","4","38","0","1","1","0","0","0","1","3","5","1","2","0","2",0,0,0,0,0,0,"5","1","2","45","1",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,3,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"641",852,2,0,1,0,0,0,0,"33","0","1","0","0","0","0","2","39","0","1","0","0","1","0","1","5","4","1","10","15","3",0,0,0,0,0,0,"2","1","8","40","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,5,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"642",853,5,0,0,0,0,1,0,"32","0","0","0","0","1","0","4","32","0","0","0","0","1","0","1","3","3","1","13","0","2",0,0,0,0,0,0,"5","1","12","38","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,4,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"643",854,9,0,0,1,0,0,0,"20","0","0","1","0","0","0","3","25","0","0","1","0","0","0","1","4","17","2","1","0","3",0,0,0,0,0,0,"3","1","3","40","3",0,0,0,0,0,0,1,21,"1","1","1",1,2,4,7,1,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
