@relation census-comp309-weka.filters.unsupervised.attribute.NumericToNominal-Rlast_predicted

@attribute random_ID numeric
@attribute NZDep2006 numeric
@attribute ch_asian numeric
@attribute ch_euro numeric
@attribute ch_maori numeric
@attribute ch_melaa numeric
@attribute ch_other numeric
@attribute ch_pacific numeric
@attribute m_age numeric
@attribute m_asian numeric
@attribute m_euro numeric
@attribute m_maori numeric
@attribute m_melaa numeric
@attribute m_other numeric
@attribute m_pacific numeric
@attribute m_wklfs_code numeric
@attribute d_age numeric
@attribute d_asian numeric
@attribute d_euro numeric
@attribute d_maori numeric
@attribute d_melaa numeric
@attribute d_other numeric
@attribute d_pacific numeric
@attribute d_wklfs_code numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_tenure_holder_code numeric
@attribute m_education numeric
@attribute m_work_hours numeric
@attribute m_smoke numeric
@attribute m_income_srce7 numeric
@attribute m_income_srce8 numeric
@attribute m_income_srce9 numeric
@attribute m_income_srce10 numeric
@attribute m_income_srce11 numeric
@attribute m_income_srce12 numeric
@attribute d_years_at_addr_code numeric
@attribute d_tenure_holder_code numeric
@attribute d_education numeric
@attribute d_work_hours numeric
@attribute d_smoke numeric
@attribute d_income_srce7 numeric
@attribute d_income_srce8 numeric
@attribute d_income_srce9 numeric
@attribute d_income_srce10 numeric
@attribute d_income_srce11 numeric
@attribute d_income_srce12 numeric
@attribute ch_sex numeric
@attribute child_depend_family_type_code numeric
@attribute d_family_role_code numeric
@attribute heat_fuel numeric
@attribute m_family_role_code numeric
@attribute telecomm1_code numeric
@attribute telecomm2_code numeric
@attribute telecomm4_code numeric
@attribute usual_resdnt_count_code numeric
@attribute twin numeric
@attribute singparstat numeric
@attribute 'prediction margin' numeric
@attribute 'predicted total_income_hhld_code' {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute total_income_hhld_code {1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
7690,8,0,1,0,0,0,0,28,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,0,1,10,0,2,0,0,0,0,0,0,1,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,-0.235884,13,?
5849,5,1,0,0,0,0,0,30,1,0,0,0,0,0,4,39,1,0,0,0,0,0,1,3,0,1,7,0,3,0,0,0,0,0,0,0,1,13,38,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.28676,11,?
7935,1,1,0,0,0,0,0,29,1,0,0,0,0,0,4,33,1,0,0,0,0,0,1,3,5,2,0,0,3,0,0,0,0,0,0,5,2,0,40,3,0,0,0,0,0,0,1,21,1,0,1,99,2,99,4,1,1,-0.199153,11,?
7214,8,0,0,1,0,0,0,35,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,0,0,2,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,99,7,1,2,-0.187052,7,?
4548,10,0,0,1,0,0,0,24,0,0,1,0,?,?,4,?,?,?,?,?,?,?,?,5,?,1,?,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,?,1,1,99,99,4,1,2,-0.219979,7,?
9239,6,0,1,0,0,0,0,36,0,1,0,0,0,0,1,35,0,1,0,0,0,0,1,4,4,1,8,32,3,0,0,0,0,0,0,4,1,11,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.394343,14,?
6635,4,0,1,0,0,0,0,29,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,4,5,1,2,20,3,0,0,0,0,0,0,6,1,8,80,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.411865,13,?
9454,6,1,0,0,1,1,0,35,1,0,0,0,0,0,4,38,0,0,0,0,1,0,1,2,3,2,11,0,3,0,0,0,0,0,0,5,2,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.25613,14,?
5549,7,0,1,0,0,0,0,37,0,1,0,0,0,0,1,42,?,1,0,0,0,0,4,3,5,1,3,?,3,0,0,0,0,0,0,?,1,11,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.209703,14,?
6556,6,0,1,0,0,0,0,34,0,?,?,0,0,0,?,?,?,?,?,?,?,?,?,3,?,2,1,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,2,1,2,-0.147674,6,?
7384,1,1,1,0,0,0,0,36,1,0,0,0,0,0,4,39,0,1,0,0,0,0,1,2,3,2,11,0,3,0,0,0,0,0,0,4,1,12,50,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,-0.26475,14,?
9580,6,1,0,0,0,0,0,34,1,0,0,0,0,0,4,37,1,0,0,0,0,0,1,3,3,1,13,0,3,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.342239,14,?
6640,8,0,1,0,0,1,0,27,0,0,1,0,1,0,2,39,0,0,0,0,1,0,2,3,1,2,0,0,1,0,0,0,0,0,0,1,2,?,20,2,0,0,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,-0.303507,12,?
7861,7,1,0,0,0,0,0,26,1,0,0,0,0,0,4,33,1,0,0,0,0,0,1,2,0,1,9,0,3,0,0,0,0,0,0,0,1,11,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.58336,13,?
4980,10,0,1,1,0,0,0,33,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,4,0,2,?,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,5,1,2,-0.150974,7,?
7355,7,0,1,1,0,0,0,30,0,1,1,0,0,0,2,34,0,1,0,0,0,0,1,2,0,1,11,16,3,0,0,0,0,0,0,0,1,9,50,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.323429,12,?
5563,2,0,1,0,1,0,0,?,?,?,?,?,?,?,?,34,0,1,0,?,?,?,1,2,?,?,?,0,?,0,0,0,0,0,0,2,2,9,40,?,0,0,0,0,0,0,1,31,1,1,?,1,2,4,2,1,3,-0.138648,12,?
6832,8,0,0,1,0,0,0,31,0,0,1,0,0,0,4,29,0,0,1,0,0,0,1,3,0,2,7,0,1,0,0,0,0,0,0,3,2,?,50,1,0,0,0,0,0,0,2,21,1,1,1,1,99,99,8,2,1,-0.312262,10,?
4112,7,0,0,0,1,0,0,33,0,0,0,1,1,0,2,31,0,0,0,1,1,0,1,3,1,2,14,0,3,0,0,0,0,0,0,1,2,13,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.448228,12,?
8642,8,0,1,1,0,0,0,28,0,1,1,0,0,0,4,33,0,0,1,0,0,0,1,3,7,1,3,0,3,0,0,0,0,0,0,7,1,0,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.261311,12,?
8436,5,0,1,0,0,0,0,37,0,1,0,0,0,0,1,47,0,1,0,0,0,0,1,3,1,2,0,100,1,0,0,0,0,0,0,1,2,6,50,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.279967,13,?
7161,7,0,0,1,0,0,0,64,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,4,?,1,0,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,33,?,?,11,99,2,99,3,1,2,-0.178517,6,?
7060,1,0,1,0,0,0,0,41,0,1,0,0,0,0,2,39,0,1,0,0,0,0,1,4,4,1,13,28,2,0,0,0,0,0,0,2,1,1,45,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.523583,14,?
8913,2,0,1,0,0,0,0,35,0,1,0,0,0,0,2,49,0,1,0,0,0,0,1,3,12,1,11,24,3,0,0,0,0,0,0,8,1,8,40,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,-0.493527,14,?
7081,10,0,0,1,0,0,1,23,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,2,1,2,0,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,99,99,99,4,1,2,-0.387657,7,?
6707,8,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,2,6,1,9,0,3,0,0,0,0,0,0,5,1,8,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.347412,12,?
8590,10,0,0,1,0,0,0,42,0,0,1,0,0,0,2,?,?,?,?,?,?,?,?,4,0,2,8,20,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,33,?,?,1,99,99,99,7,1,2,-0.311276,7,?
9860,5,0,0,0,0,0,1,28,0,0,0,0,0,1,4,37,0,0,0,0,1,0,1,4,1,2,1,15,3,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.309822,14,?
8989,8,0,0,0,0,0,0,19,0,0,0,0,0,1,4,23,0,1,0,0,0,1,4,4,12,2,3,0,3,0,1,1,0,1,1,14,2,7,0,1,0,1,1,0,1,1,1,21,1,1,1,1,2,99,12,1,1,-0.33225,14,?
6112,7,0,0,1,0,0,0,37,0,0,1,0,0,0,4,53,0,0,1,0,0,0,1,3,3,?,0,0,1,0,0,0,0,0,0,3,?,0,40,2,0,0,0,0,0,0,1,21,1,1,1,99,99,99,6,1,1,-0.26334,10,?
8420,1,0,1,0,0,0,0,23,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,3,1,7,0,3,0,0,0,0,0,0,2,1,8,44,1,0,0,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,-0.45277,12,?
6381,10,0,0,0,0,0,1,29,0,0,0,0,0,1,1,32,0,0,0,0,0,1,1,?,3,2,0,?,3,0,0,0,0,0,0,0,2,0,40,3,0,0,0,0,0,0,2,21,1,?,1,99,99,99,5,1,1,-0.180801,12,?
8475,10,1,0,0,0,0,0,31,1,0,0,0,0,0,4,37,1,0,0,0,0,0,1,2,6,2,0,0,?,0,0,0,0,0,0,6,?,4,?,1,0,0,0,0,0,0,1,21,1,1,1,99,2,99,6,1,1,-0.193134,12,?
8588,9,0,1,0,0,0,0,31,0,0,0,0,0,0,4,35,0,0,1,0,0,0,1,3,1,2,2,0,1,0,0,0,0,0,0,2,2,1,45,1,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,-0.318939,12,?
5598,9,0,0,1,0,0,0,22,0,0,?,0,?,?,4,?,?,?,?,?,?,?,?,3,0,2,1,0,3,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,5,1,2,-0.176991,7,?
8589,1,0,1,0,0,0,0,31,0,1,0,0,0,0,1,33,0,1,0,0,0,0,1,6,0,1,6,30,2,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.529463,14,?
9839,1,0,1,0,0,0,0,39,0,1,0,0,0,0,4,41,0,1,0,0,0,0,1,4,8,1,11,0,3,0,0,0,0,0,0,5,1,8,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.580188,14,?
4066,8,0,0,0,0,1,0,28,0,0,0,0,1,0,4,35,0,1,0,0,0,0,1,3,5,1,11,20,3,0,0,0,0,0,0,5,1,10,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.432787,13,?
4474,6,1,0,0,0,0,0,37,1,0,0,0,0,0,1,47,1,0,0,0,0,0,1,4,1,2,?,50,3,0,0,0,0,0,0,2,2,11,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.314362,12,?
5413,3,0,1,0,0,0,1,38,0,1,0,0,0,1,2,34,0,1,0,0,0,0,1,3,1,1,10,20,3,0,0,0,0,0,0,0,1,2,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.372155,14,?
8656,3,0,1,0,0,0,1,35,0,1,0,0,0,0,2,36,0,0,0,0,0,1,1,4,3,1,11,5,3,0,0,0,0,0,0,3,1,2,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.392444,14,?
6311,5,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,4,1,10,0,2,0,0,0,0,0,0,4,1,0,43,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.337927,13,?
8694,10,0,1,0,0,0,0,27,0,1,0,0,0,0,3,33,0,1,0,0,0,0,1,3,0,1,2,0,3,0,0,0,0,0,0,0,1,10,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.295241,12,?
8374,2,0,1,0,0,0,0,28,0,1,0,0,0,0,2,25,0,1,0,0,0,0,1,3,0,2,11,3,2,0,0,0,0,0,0,1,2,2,55,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.389728,12,?
5100,6,0,1,0,0,0,0,?,?,?,?,?,?,?,?,44,0,1,0,0,0,0,4,4,?,?,?,0,?,0,0,0,0,0,0,0,2,?,0,1,0,0,0,0,0,0,2,33,1,1,?,1,2,4,2,1,3,-0.137581,13,?
9272,7,0,1,0,0,0,0,33,0,1,0,0,0,0,4,43,0,1,0,0,0,0,1,5,10,1,2,0,3,0,0,0,0,0,0,10,1,8,48,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.374235,13,?
7033,10,0,1,1,0,0,0,28,0,1,0,0,0,0,2,36,0,0,1,0,0,0,1,3,1,2,11,16,3,0,0,0,0,0,0,0,2,2,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.323076,12,?
4973,5,1,1,1,0,0,0,39,0,1,0,0,0,0,2,30,1,1,1,0,0,0,1,3,12,1,11,20,2,0,0,0,0,0,0,6,1,0,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.386263,13,?
4222,7,0,1,0,0,0,0,43,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,6,0,1,2,0,2,0,0,0,0,0,0,3,1,0,60,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.26096,13,?
6316,5,0,1,1,0,0,0,30,0,1,0,0,0,0,1,29,0,1,1,0,0,0,1,3,1,1,10,?,2,0,0,0,0,0,0,2,2,8,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.346106,12,?
4679,3,0,0,0,0,1,0,32,0,0,0,0,1,0,4,40,0,1,0,0,0,0,1,3,3,1,1,15,2,0,0,0,0,0,0,1,1,11,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.390034,14,?
6339,3,0,0,0,0,1,0,40,0,0,0,0,1,0,1,43,0,1,0,0,0,0,1,3,4,1,10,60,3,0,0,0,0,0,0,1,1,4,55,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.356047,14,?
5865,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,4,6,1,11,0,3,0,0,0,0,0,0,4,1,8,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.461901,14,?
7386,1,0,1,0,0,0,0,36,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,6,0,1,2,0,3,0,0,0,0,0,0,0,1,4,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,-0.327139,13,?
9856,8,0,0,0,0,0,1,35,0,0,0,0,0,1,1,39,0,0,0,?,0,1,1,3,2,2,9,42,3,0,0,0,0,0,0,2,2,2,55,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,5,1,1,-0.396824,13,?
9062,3,0,0,0,0,1,0,30,0,0,0,0,1,0,4,34,?,0,0,0,1,0,?,3,0,2,2,0,2,0,0,0,0,0,0,0,?,?,?,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.268395,12,?
9701,2,0,1,0,0,0,0,32,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,4,0,1,0,?,3,0,0,0,0,0,0,0,1,0,55,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.300344,14,?
6546,2,0,1,0,0,0,0,34,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,3,1,10,0,2,0,0,0,0,0,0,1,1,12,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.56052,14,?
4207,4,0,1,0,0,0,0,32,0,1,0,0,0,0,4,35,0,0,0,0,1,0,1,3,5,1,1,0,2,0,0,0,0,0,0,4,1,1,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.410531,13,?
5646,3,0,1,0,0,0,0,35,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,4,4,1,1,0,3,0,0,0,0,0,0,4,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.519242,14,?
8075,10,0,0,0,0,0,1,24,0,0,0,0,0,1,4,32,0,0,0,0,?,?,1,3,4,1,8,0,1,0,0,0,0,0,0,4,2,0,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,7,1,1,-0.183554,13,?
9425,2,0,1,0,0,0,0,26,0,1,0,0,0,0,2,21,0,0,1,0,0,0,3,4,0,2,6,0,1,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,2,21,1,1,1,1,2,4,7,1,1,-0.230534,14,?
3976,1,0,0,0,0,1,0,26,0,0,0,0,1,0,1,27,0,0,0,0,1,0,1,3,2,2,11,30,3,0,0,0,0,0,0,3,2,2,70,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.310977,14,?
8699,10,0,1,1,0,0,0,25,0,1,0,0,0,0,2,?,?,?,?,?,?,?,?,3,0,2,2,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,99,3,1,2,-0.2459,7,?
