@relation Census_predicted

@attribute random_ID numeric
@attribute NZDep2006 {1,2,3,4,5,6,7,8,9,10}
@attribute ch_asian {0,1}
@attribute ch_euro {0,1}
@attribute ch_maori {0,1}
@attribute ch_melaa {0,1}
@attribute ch_other {0,1}
@attribute ch_pacific {0,1}
@attribute m_age numeric
@attribute m_asian {0,1}
@attribute m_euro {0,1}
@attribute m_maori {0,1}
@attribute m_melaa {0,1}
@attribute m_other {0,1}
@attribute m_pacific {0,1}
@attribute m_wklfs_code {1,2,3,4}
@attribute d_age numeric
@attribute d_asian {0,1}
@attribute d_euro {0,1}
@attribute d_maori {0,1}
@attribute d_melaa {0,1}
@attribute d_other {0,1}
@attribute d_pacific {0,1}
@attribute d_wklfs_code {1,2,3,4}
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_tenure_holder_code {1,2}
@attribute m_education {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute m_work_hours numeric
@attribute m_smoke {1,2,3}
@attribute m_income_srce7 {0,1}
@attribute m_income_srce8 {0,1}
@attribute m_income_srce9 {0,1}
@attribute m_income_srce10 {0,1}
@attribute m_income_srce11 {0,1}
@attribute m_income_srce12 {0,1}
@attribute d_years_at_addr_code numeric
@attribute d_tenure_holder_code {1,2}
@attribute d_education {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute d_work_hours numeric
@attribute d_smoke {1,2,3}
@attribute d_income_srce7 {0,1}
@attribute d_income_srce8 {0,1}
@attribute d_income_srce9 {0,1}
@attribute d_income_srce10 {0,1}
@attribute d_income_srce11 {0,1}
@attribute d_income_srce12 {0,1}
@attribute ch_sex {1,2}
@attribute child_depend_family_type_code {21,23,24,26,31,33,34,36}
@attribute d_family_role_code {1,3,11}
@attribute heat_fuel {0,1}
@attribute m_family_role_code {1,3,11}
@attribute telecomm1_code {1,99}
@attribute telecomm2_code {2,99}
@attribute telecomm4_code {4,99}
@attribute usual_resdnt_count_code numeric
@attribute twin {1,2}
@attribute singparstat {1,2,3}
@attribute 'prediction margin' numeric
@attribute 'predicted total_income_hhld_code' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute total_income_hhld_code {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
9110,7,0,1,0,0,0,0,30,0,1,0,0,0,0,1,35,0,0,0,0,1,0,1,3,6,1,11,?,2,0,0,0,0,0,0,1,1,10,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.599905,14,?
8367,2,0,1,0,0,0,0,36,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,5,11,1,2,0,3,0,0,0,0,0,0,6,1,0,35,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.342803,14,?
4536,7,0,1,0,0,0,0,32,0,1,0,0,0,0,2,38,0,1,0,0,0,0,1,3,0,2,11,12,3,0,0,0,0,0,0,0,2,2,40,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,-0.45707,12,?
6681,4,0,1,0,0,0,0,29,0,1,0,0,0,0,2,27,0,1,0,0,0,0,1,3,2,1,1,7,2,0,0,0,0,0,0,0,1,8,40,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.37137,13,?
5704,5,0,1,0,0,0,0,33,0,1,0,0,0,0,1,39,0,1,0,0,0,0,1,4,2,1,11,40,?,0,0,0,0,0,0,2,1,1,50,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,5,1,1,-0.45707,14,?
8990,2,0,0,0,0,1,0,29,0,0,0,0,1,0,4,31,0,0,0,0,1,0,1,3,0,1,11,0,3,0,0,0,0,0,0,1,1,8,40,?,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.37137,13,?
6633,2,0,1,0,0,0,0,27,0,1,0,0,0,0,4,23,0,1,0,0,0,0,1,5,7,2,10,0,3,0,0,0,0,0,1,0,2,2,44,3,0,0,0,0,0,1,2,21,1,1,1,1,2,4,5,1,1,-0.342803,14,?
9068,9,1,0,0,0,0,0,26,1,0,0,0,0,0,4,32,1,0,0,0,0,0,1,3,1,1,11,0,3,0,0,0,0,0,0,1,1,6,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.257102,12,?
6310,7,0,1,1,0,0,0,28,0,1,0,0,0,0,2,34,0,1,1,0,0,0,1,3,1,1,2,42,3,0,0,0,0,0,0,2,1,2,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.342803,14,?
5580,8,0,0,1,0,0,0,24,0,1,1,0,0,0,?,18,0,0,1,0,?,?,4,3,2,?,7,0,1,0,0,1,0,0,0,0,2,0,0,?,0,0,1,0,0,0,2,21,1,1,1,1,99,4,7,1,1,-0.342803,12,?
9715,8,0,1,1,0,0,0,17,0,0,1,0,0,1,4,33,0,1,0,0,0,0,1,4,0,2,9,0,1,0,1,0,0,0,1,17,2,7,60,3,0,1,0,0,0,1,1,21,1,1,1,1,2,4,5,1,1,-0.342803,14,?
7149,1,0,1,0,0,0,0,27,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,0,2,12,0,3,0,0,0,0,0,0,3,2,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.428503,14,?
7690,8,0,1,0,0,0,0,28,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,0,1,10,0,2,0,0,0,0,0,0,1,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,-0.37137,14,?
5849,5,1,0,0,0,0,0,30,1,0,0,0,0,0,4,39,1,0,0,0,0,0,1,3,0,1,7,0,3,0,0,0,0,0,0,0,1,13,38,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.257102,12,?
7935,1,1,0,0,0,0,0,29,1,0,0,0,0,0,4,33,1,0,0,0,0,0,1,3,5,2,0,0,3,0,0,0,0,0,0,5,2,0,40,3,0,0,0,0,0,0,1,21,1,0,1,99,2,99,4,1,1,-0.199968,11,?
7214,8,0,0,1,0,0,0,35,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,0,0,2,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,99,7,1,2,-0.228535,7,?
4548,10,0,0,1,0,0,0,24,0,0,1,0,?,?,4,?,?,?,?,?,?,?,?,5,?,1,?,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,?,1,1,99,99,4,1,2,-0.257102,7,?
9239,6,0,1,0,0,0,0,36,0,1,0,0,0,0,1,35,0,1,0,0,0,0,1,4,4,1,8,32,3,0,0,0,0,0,0,4,1,11,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.514204,14,?
6635,4,0,1,0,0,0,0,29,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,4,5,1,2,20,3,0,0,0,0,0,0,6,1,8,80,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.428503,12,?
9454,6,1,0,0,1,1,0,35,1,0,0,0,0,0,4,38,0,0,0,0,1,0,1,2,3,2,11,0,3,0,0,0,0,0,0,5,2,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.228535,14,?
5549,7,0,1,0,0,0,0,37,0,1,0,0,0,0,1,42,?,1,0,0,0,0,4,3,5,1,3,?,3,0,0,0,0,0,0,?,1,11,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.685605,14,?
6556,6,0,1,0,0,0,0,34,0,?,?,0,0,0,?,?,?,?,?,?,?,?,?,3,?,2,1,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,2,1,2,-0.199968,12,?
7384,1,1,1,0,0,0,0,36,1,0,0,0,0,0,4,39,0,1,0,0,0,0,1,2,3,2,11,0,3,0,0,0,0,0,0,4,1,12,50,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,-0.428503,14,?
9580,6,1,0,0,0,0,0,34,1,0,0,0,0,0,4,37,1,0,0,0,0,0,1,3,3,1,13,0,3,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.285669,12,?
6640,8,0,1,0,0,1,0,27,0,0,1,0,1,0,2,39,0,0,0,0,1,0,2,3,1,2,0,0,1,0,0,0,0,0,0,1,2,?,20,2,0,0,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,-0.314236,14,?
7861,7,1,0,0,0,0,0,26,1,0,0,0,0,0,4,33,1,0,0,0,0,0,1,2,0,1,9,0,3,0,0,0,0,0,0,0,1,11,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.342803,12,?
4980,10,0,1,1,0,0,0,33,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,4,0,2,?,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,5,1,2,-0.199968,9,?
7355,7,0,1,1,0,0,0,30,0,1,1,0,0,0,2,34,0,1,0,0,0,0,1,2,0,1,11,16,3,0,0,0,0,0,0,0,1,9,50,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.37137,12,?
5563,2,0,1,0,1,0,0,?,?,?,?,?,?,?,?,34,0,1,0,?,?,?,1,2,?,?,?,0,?,0,0,0,0,0,0,2,2,9,40,?,0,0,0,0,0,0,1,31,1,1,?,1,2,4,2,1,3,-0.285669,14,?
6832,8,0,0,1,0,0,0,31,0,0,1,0,0,0,4,29,0,0,1,0,0,0,1,3,0,2,7,0,1,0,0,0,0,0,0,3,2,?,50,1,0,0,0,0,0,0,2,21,1,1,1,1,99,99,8,2,1,-0.37137,10,?
4112,7,0,0,0,1,0,0,33,0,0,0,1,1,0,2,31,0,0,0,1,1,0,1,3,1,2,14,0,3,0,0,0,0,0,0,1,2,13,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.285669,14,?
8642,8,0,1,1,0,0,0,28,0,1,1,0,0,0,4,33,0,0,1,0,0,0,1,3,7,1,3,0,3,0,0,0,0,0,0,7,1,0,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.257102,13,?
8436,5,0,1,0,0,0,0,37,0,1,0,0,0,0,1,47,0,1,0,0,0,0,1,3,1,2,0,100,1,0,0,0,0,0,0,1,2,6,50,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.285669,12,?
7161,7,0,0,1,0,0,0,64,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,4,?,1,0,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,33,?,?,11,99,2,99,3,1,2,-0.171401,11,?
7060,1,0,1,0,0,0,0,41,0,1,0,0,0,0,2,39,0,1,0,0,0,0,1,4,4,1,13,28,2,0,0,0,0,0,0,2,1,1,45,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.399937,14,?
8913,2,0,1,0,0,0,0,35,0,1,0,0,0,0,2,49,0,1,0,0,0,0,1,3,12,1,11,24,3,0,0,0,0,0,0,8,1,8,40,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,-0.342803,12,?
7081,10,0,0,1,0,0,1,23,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,2,1,2,0,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,99,99,99,4,1,2,-0.314236,7,?
6707,8,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,2,6,1,9,0,3,0,0,0,0,0,0,5,1,8,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.399937,13,?
8590,10,0,0,1,0,0,0,42,0,0,1,0,0,0,2,?,?,?,?,?,?,?,?,4,0,2,8,20,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,33,?,?,1,99,99,99,7,1,2,-0.342803,7,?
9860,5,0,0,0,0,0,1,28,0,0,0,0,0,1,4,37,0,0,0,0,1,0,1,4,1,2,1,15,3,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.257102,12,?
8989,8,0,0,0,0,0,0,19,0,0,0,0,0,1,4,23,0,1,0,0,0,1,4,4,12,2,3,0,3,0,1,1,0,1,1,14,2,7,0,1,0,1,1,0,1,1,1,21,1,1,1,1,2,99,12,1,1,-0.37137,14,?
6112,7,0,0,1,0,0,0,37,0,0,1,0,0,0,4,53,0,0,1,0,0,0,1,3,3,?,0,0,1,0,0,0,0,0,0,3,?,0,40,2,0,0,0,0,0,0,1,21,1,1,1,99,99,99,6,1,1,-0.257102,12,?
8420,1,0,1,0,0,0,0,23,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,3,1,7,0,3,0,0,0,0,0,0,2,1,8,44,1,0,0,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,-0.428503,12,?
6381,10,0,0,0,0,0,1,29,0,0,0,0,0,1,1,32,0,0,0,0,0,1,1,?,3,2,0,?,3,0,0,0,0,0,0,0,2,0,40,3,0,0,0,0,0,0,2,21,1,?,1,99,99,99,5,1,1,-0.228535,12,?
8475,10,1,0,0,0,0,0,31,1,0,0,0,0,0,4,37,1,0,0,0,0,0,1,2,6,2,0,0,?,0,0,0,0,0,0,6,?,4,?,1,0,0,0,0,0,0,1,21,1,1,1,99,2,99,6,1,1,-0.228535,11,?
8588,9,0,1,0,0,0,0,31,0,0,0,0,0,0,4,35,0,0,1,0,0,0,1,3,1,2,2,0,1,0,0,0,0,0,0,2,2,1,45,1,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,-0.285669,10,?
5598,9,0,0,1,0,0,0,22,0,0,?,0,?,?,4,?,?,?,?,?,?,?,?,3,0,2,1,0,3,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,5,1,2,-0.171401,7,?
8589,1,0,1,0,0,0,0,31,0,1,0,0,0,0,1,33,0,1,0,0,0,0,1,6,0,1,6,30,2,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.685605,14,?
9839,1,0,1,0,0,0,0,39,0,1,0,0,0,0,4,41,0,1,0,0,0,0,1,4,8,1,11,0,3,0,0,0,0,0,0,5,1,8,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.428503,14,?
4066,8,0,0,0,0,1,0,28,0,0,0,0,1,0,4,35,0,1,0,0,0,0,1,3,5,1,11,20,3,0,0,0,0,0,0,5,1,10,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.399937,13,?
4474,6,1,0,0,0,0,0,37,1,0,0,0,0,0,1,47,1,0,0,0,0,0,1,4,1,2,?,50,3,0,0,0,0,0,0,2,2,11,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.257102,12,?
5413,3,0,1,0,0,0,1,38,0,1,0,0,0,1,2,34,0,1,0,0,0,0,1,3,1,1,10,20,3,0,0,0,0,0,0,0,1,2,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.571338,14,?
8656,3,0,1,0,0,0,1,35,0,1,0,0,0,0,2,36,0,0,0,0,0,1,1,4,3,1,11,5,3,0,0,0,0,0,0,3,1,2,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.37137,14,?
6311,5,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,4,1,10,0,2,0,0,0,0,0,0,4,1,0,43,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.314236,13,?
8694,10,0,1,0,0,0,0,27,0,1,0,0,0,0,3,33,0,1,0,0,0,0,1,3,0,1,2,0,3,0,0,0,0,0,0,0,1,10,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.37137,12,?
8374,2,0,1,0,0,0,0,28,0,1,0,0,0,0,2,25,0,1,0,0,0,0,1,3,0,2,11,3,2,0,0,0,0,0,0,1,2,2,55,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.485637,12,?
5100,6,0,1,0,0,0,0,?,?,?,?,?,?,?,?,44,0,1,0,0,0,0,4,4,?,?,?,0,?,0,0,0,0,0,0,0,2,?,0,1,0,0,0,0,0,0,2,33,1,1,?,1,2,4,2,1,3,-0.37137,12,?
9272,7,0,1,0,0,0,0,33,0,1,0,0,0,0,4,43,0,1,0,0,0,0,1,5,10,1,2,0,3,0,0,0,0,0,0,10,1,8,48,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.37137,12,?
7033,10,0,1,1,0,0,0,28,0,1,0,0,0,0,2,36,0,0,1,0,0,0,1,3,1,2,11,16,3,0,0,0,0,0,0,0,2,2,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.342803,12,?
4973,5,1,1,1,0,0,0,39,0,1,0,0,0,0,2,30,1,1,1,0,0,0,1,3,12,1,11,20,2,0,0,0,0,0,0,6,1,0,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.342803,13,?
4222,7,0,1,0,0,0,0,43,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,6,0,1,2,0,2,0,0,0,0,0,0,3,1,0,60,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.399937,13,?
6316,5,0,1,1,0,0,0,30,0,1,0,0,0,0,1,29,0,1,1,0,0,0,1,3,1,1,10,?,2,0,0,0,0,0,0,2,2,8,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.37137,14,?
4679,3,0,0,0,0,1,0,32,0,0,0,0,1,0,4,40,0,1,0,0,0,0,1,3,3,1,1,15,2,0,0,0,0,0,0,1,1,11,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.45707,13,?
6339,3,0,0,0,0,1,0,40,0,0,0,0,1,0,1,43,0,1,0,0,0,0,1,3,4,1,10,60,3,0,0,0,0,0,0,1,1,4,55,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.428503,14,?
5865,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,4,6,1,11,0,3,0,0,0,0,0,0,4,1,8,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.428503,14,?
7386,1,0,1,0,0,0,0,36,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,6,0,1,2,0,3,0,0,0,0,0,0,0,1,4,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,-0.428503,14,?
9856,8,0,0,0,0,0,1,35,0,0,0,0,0,1,1,39,0,0,0,?,0,1,1,3,2,2,9,42,3,0,0,0,0,0,0,2,2,2,55,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,5,1,1,-0.314236,13,?
9062,3,0,0,0,0,1,0,30,0,0,0,0,1,0,4,34,?,0,0,0,1,0,?,3,0,2,2,0,2,0,0,0,0,0,0,0,?,?,?,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.285669,13,?
9701,2,0,1,0,0,0,0,32,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,4,0,1,0,?,3,0,0,0,0,0,0,0,1,0,55,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.399937,14,?
6546,2,0,1,0,0,0,0,34,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,3,1,10,0,2,0,0,0,0,0,0,1,1,12,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.485637,14,?
4207,4,0,1,0,0,0,0,32,0,1,0,0,0,0,4,35,0,0,0,0,1,0,1,3,5,1,1,0,2,0,0,0,0,0,0,4,1,1,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.399937,13,?
5646,3,0,1,0,0,0,0,35,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,4,4,1,1,0,3,0,0,0,0,0,0,4,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.571338,14,?
8075,10,0,0,0,0,0,1,24,0,0,0,0,0,1,4,32,0,0,0,0,?,?,1,3,4,1,8,0,1,0,0,0,0,0,0,4,2,0,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,7,1,1,-0.228535,13,?
9425,2,0,1,0,0,0,0,26,0,1,0,0,0,0,2,21,0,0,1,0,0,0,3,4,0,2,6,0,1,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,2,21,1,1,1,1,2,4,7,1,1,-0.45707,12,?
