@relation bestV2-weka.filters.unsupervised.attribute.NumericToNominal-Rlast_predicted

@attribute random_ID numeric
@attribute NZDep2006 numeric
@attribute ch_asian numeric
@attribute ch_euro numeric
@attribute ch_maori numeric
@attribute ch_melaa numeric
@attribute ch_other numeric
@attribute ch_pacific numeric
@attribute m_age numeric
@attribute m_asian numeric
@attribute m_euro numeric
@attribute m_maori numeric
@attribute m_melaa numeric
@attribute m_other numeric
@attribute m_pacific numeric
@attribute m_wklfs_code numeric
@attribute d_age numeric
@attribute d_asian numeric
@attribute d_euro numeric
@attribute d_maori numeric
@attribute d_melaa numeric
@attribute d_other numeric
@attribute d_pacific numeric
@attribute d_wklfs_code numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_tenure_holder_code numeric
@attribute m_education numeric
@attribute m_work_hours numeric
@attribute m_smoke numeric
@attribute m_income_srce7 numeric
@attribute m_income_srce8 numeric
@attribute m_income_srce9 numeric
@attribute m_income_srce10 numeric
@attribute m_income_srce11 numeric
@attribute m_income_srce12 numeric
@attribute d_years_at_addr_code numeric
@attribute d_tenure_holder_code numeric
@attribute d_education numeric
@attribute d_work_hours numeric
@attribute d_smoke numeric
@attribute d_income_srce7 numeric
@attribute d_income_srce8 numeric
@attribute d_income_srce9 numeric
@attribute d_income_srce11 numeric
@attribute d_income_srce12 numeric
@attribute ch_sex numeric
@attribute child_depend_family_type_code numeric
@attribute d_family_role_code numeric
@attribute heat_fuel numeric
@attribute m_family_role_code numeric
@attribute telecomm1_code numeric
@attribute telecomm2_code numeric
@attribute telecomm4_code numeric
@attribute usual_resdnt_count_code numeric
@attribute twin numeric
@attribute singparstat numeric
@attribute 'prediction margin' numeric
@attribute 'predicted total_income_hhld_code' {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute total_income_hhld_code {1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
6112,7,0,0,1,0,0,0,37,0,0,1,0,0,0,4,53,0,0,1,0,0,0,1,3,3,?,0,0,1,0,0,0,0,0,0,3,?,0,40,2,0,0,0,0,0,1,21,1,1,1,99,99,99,6,1,1,-0.226274,10,?
8420,1,0,1,0,0,0,0,23,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,3,1,7,0,3,0,0,0,0,0,0,2,1,8,44,1,0,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,-0.395014,12,?
6381,10,0,0,0,0,0,1,29,0,0,0,0,0,1,1,32,0,0,0,0,0,1,1,?,3,2,0,?,3,0,0,0,0,0,0,0,2,0,40,3,0,0,0,0,0,2,21,1,?,1,99,99,99,5,1,1,-0.174567,12,?
8475,10,1,0,0,0,0,0,31,1,0,0,0,0,0,4,37,1,0,0,0,0,0,1,2,6,2,0,0,?,0,0,0,0,0,0,6,?,4,?,1,0,0,0,0,0,1,21,1,1,1,99,2,99,6,1,1,-0.180146,12,?
8588,9,0,1,0,0,0,0,31,0,0,0,0,0,0,4,35,0,0,1,0,0,0,1,3,1,2,2,0,1,0,0,0,0,0,0,2,2,1,45,1,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,-0.301965,12,?
5598,9,0,0,1,0,0,0,22,0,0,?,0,?,?,4,?,?,?,?,?,?,?,?,3,0,2,1,0,3,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,99,99,5,1,2,-0.163162,12,?
8589,1,0,1,0,0,0,0,31,0,1,0,0,0,0,1,33,0,1,0,0,0,0,1,6,0,1,6,30,2,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.666696,14,?
9839,1,0,1,0,0,0,0,39,0,1,0,0,0,0,4,41,0,1,0,0,0,0,1,4,8,1,11,0,3,0,0,0,0,0,0,5,1,8,44,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.531098,14,?
4066,8,0,0,0,0,1,0,28,0,0,0,0,1,0,4,35,0,1,0,0,0,0,1,3,5,1,11,20,3,0,0,0,0,0,0,5,1,10,40,3,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.386612,13,?
4474,6,1,0,0,0,0,0,37,1,0,0,0,0,0,1,47,1,0,0,0,0,0,1,4,1,2,?,50,3,0,0,0,0,0,0,2,2,11,50,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.35325,12,?
5413,3,0,1,0,0,0,1,38,0,1,0,0,0,1,2,34,0,1,0,0,0,0,1,3,1,1,10,20,3,0,0,0,0,0,0,0,1,2,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.396481,14,?
8656,3,0,1,0,0,0,1,35,0,1,0,0,0,0,2,36,0,0,0,0,0,1,1,4,3,1,11,5,3,0,0,0,0,0,0,3,1,2,45,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.326407,14,?
6311,5,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,4,1,10,0,2,0,0,0,0,0,0,4,1,0,43,2,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.359317,13,?
8694,10,0,1,0,0,0,0,27,0,1,0,0,0,0,3,33,0,1,0,0,0,0,1,3,0,1,2,0,3,0,0,0,0,0,0,0,1,10,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.277006,12,?
8374,2,0,1,0,0,0,0,28,0,1,0,0,0,0,2,25,0,1,0,0,0,0,1,3,0,2,11,3,2,0,0,0,0,0,0,1,2,2,55,?,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.39528,12,?
5100,6,0,1,0,0,0,0,?,?,?,?,?,?,?,?,44,0,1,0,0,0,0,4,4,?,?,?,0,?,0,0,0,0,0,0,0,2,?,0,1,0,0,0,0,0,2,33,1,1,?,1,2,4,2,1,3,-0.166393,13,?
9272,7,0,1,0,0,0,0,33,0,1,0,0,0,0,4,43,0,1,0,0,0,0,1,5,10,1,2,0,3,0,0,0,0,0,0,10,1,8,48,3,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.293239,13,?
7033,10,0,1,1,0,0,0,28,0,1,0,0,0,0,2,36,0,0,1,0,0,0,1,3,1,2,11,16,3,0,0,0,0,0,0,0,2,2,50,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.338335,12,?
4973,5,1,1,1,0,0,0,39,0,1,0,0,0,0,2,30,1,1,1,0,0,0,1,3,12,1,11,20,2,0,0,0,0,0,0,6,1,0,40,2,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.284638,14,?
4222,7,0,1,0,0,0,0,43,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,6,0,1,2,0,2,0,0,0,0,0,0,3,1,0,60,2,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.216578,13,?
6316,5,0,1,1,0,0,0,30,0,1,0,0,0,0,1,29,0,1,1,0,0,0,1,3,1,1,10,?,2,0,0,0,0,0,0,2,2,8,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.339488,13,?
4679,3,0,0,0,0,1,0,32,0,0,0,0,1,0,4,40,0,1,0,0,0,0,1,3,3,1,1,15,2,0,0,0,0,0,0,1,1,11,45,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.358857,14,?
6339,3,0,0,0,0,1,0,40,0,0,0,0,1,0,1,43,0,1,0,0,0,0,1,3,4,1,10,60,3,0,0,0,0,0,0,1,1,4,55,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.425457,14,?
5865,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,4,6,1,11,0,3,0,0,0,0,0,0,4,1,8,45,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.472661,14,?
7386,1,0,1,0,0,0,0,36,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,6,0,1,2,0,3,0,0,0,0,0,0,0,1,4,50,2,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,-0.42124,14,?
9856,8,0,0,0,0,0,1,35,0,0,0,0,0,1,1,39,0,0,0,?,0,1,1,3,2,2,9,42,3,0,0,0,0,0,0,2,2,2,55,3,0,0,0,0,0,2,21,1,1,1,1,2,99,5,1,1,-0.405796,13,?
9062,3,0,0,0,0,1,0,30,0,0,0,0,1,0,4,34,?,0,0,0,1,0,?,3,0,2,2,0,2,0,0,0,0,0,0,0,?,?,?,1,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.264609,12,?
9701,2,0,1,0,0,0,0,32,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,4,0,1,0,?,3,0,0,0,0,0,0,0,1,0,55,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.358982,14,?
6546,2,0,1,0,0,0,0,34,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,3,1,10,0,2,0,0,0,0,0,0,1,1,12,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.542531,14,?
4207,4,0,1,0,0,0,0,32,0,1,0,0,0,0,4,35,0,0,0,0,1,0,1,3,5,1,1,0,2,0,0,0,0,0,0,4,1,1,40,1,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.405651,13,?
5646,3,0,1,0,0,0,0,35,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,4,4,1,1,0,3,0,0,0,0,0,0,4,1,11,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.578307,14,?
8075,10,0,0,0,0,0,1,24,0,0,0,0,0,1,4,32,0,0,0,0,?,?,1,3,4,1,8,0,1,0,0,0,0,0,0,4,2,0,44,3,0,0,0,0,0,1,21,1,1,1,1,2,4,7,1,1,-0.238621,13,?
9425,2,0,1,0,0,0,0,26,0,1,0,0,0,0,2,21,0,0,1,0,0,0,3,4,0,2,6,0,1,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,2,21,1,1,1,1,2,4,7,1,1,-0.218071,14,?
3976,1,0,0,0,0,1,0,26,0,0,0,0,1,0,1,27,0,0,0,0,1,0,1,3,2,2,11,30,3,0,0,0,0,0,0,3,2,2,70,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.290688,12,?
8699,10,0,1,1,0,0,0,25,0,1,0,0,0,0,2,?,?,?,?,?,?,?,?,3,0,2,2,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,99,3,1,2,-0.212628,7,?
6654,10,0,1,0,0,0,0,30,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,1,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,99,99,3,1,2,-0.412977,6,?
5236,10,0,1,0,0,0,0,23,0,1,0,0,0,0,1,31,0,1,0,0,0,0,1,3,0,2,3,?,1,0,0,1,0,0,0,0,2,1,60,3,0,0,1,0,0,1,21,1,1,1,99,2,4,5,1,1,-0.363253,12,?
